transaction_id,customer_id,product_id,quantity,total_amount,transaction_date,payment_method,store_type
TRX005354,208,937,2,717.92,2021-08-10,Debit Card,Physical Store
TRX005355,226,443,5,339.8,2021-05-03,PayPal,Online
TRX005356,744,667,4,648.23,2023-07-23,PayPal,Physical Store
TRX005357,121,182,1,853.81,2023-05-12,Debit Card,Physical Store
TRX005358,286,253,5,155.92,2021-03-15,Debit Card,Physical Store
TRX005359,265,136,3,647.56,2022-01-25,Credit Card,Online
TRX005360,702,627,3,796.12,2020-10-13,PayPal,Physical Store
TRX005361,705,414,6,566.72,2022-06-24,Cash,Online
TRX005362,291,252,3,704.71,2022-01-16,Debit Card,Physical Store
TRX005363,879,260,4,703.0,2021-08-03,Bank Transfer,Physical Store
TRX005364,525,259,4,168.1,,Credit Card,Online
TRX005365,167,476,9,273.03,2022-11-29,Bank Transfer,Physical Store
TRX005366,318,520,1,874.61,2020-06-24,Debit Card,Online
TRX005367,399,626,8,727.27,2023-07-09,Credit Card,Online
TRX005368,910,2,9,258.78,2020-09-12,Cash,Physical Store
TRX005369,389,451,2,541.97,2023-03-19,Debit Card,Online
TRX005370,998,510,6,357.73,2022-07-19,PayPal,Physical Store
TRX005371,124,513,4,796.12,2020-05-29,Debit Card,Physical Store
TRX005372,528,173,4,21.7,2021-06-11,Debit Card,Physical Store
TRX005373,328,669,10,932.54,2022-08-09,Cash,Online
TRX005374,204,662,6,223.41,2021-01-04,Bank Transfer,Online
TRX005375,374,644,2,279.51,2021-12-23,Credit Card,Online
TRX005376,370,64,6,324.26,2020-01-13,PayPal,Physical Store
TRX005377,179,944,1,395.15,2021-08-06,Cash,Online
TRX005378,114,531,4,139.43,2022-05-01,Cash,Physical Store
TRX005379,820,676,8,508.03,2021-04-16,Debit Card,Physical Store
TRX005380,52,472,3,347.47,2023-06-02,Bank Transfer,Online
TRX005381,47,855,3,361.7,2023-02-12,Credit Card,Physical Store
TRX005382,919,956,3,253.5,2022-10-27,Bank Transfer,Physical Store
TRX005383,283,195,10,327.88,2023-04-15,Credit Card,Online
TRX005384,409,549,10,-761.31,2023-08-31,Debit Card,Online
TRX005385,985,802,1,121.23,2021-02-16,Cash,Online
TRX005386,897,882,6,-777.72,2021-06-11,Cash,Physical Store
TRX005387,508,97,3,775.21,2021-09-24,Bank Transfer,Physical Store
TRX005388,97,526,4,-880.15,2021-10-11,Credit Card,Physical Store
TRX005389,24,353,3,-347.69,2021-10-05,Cash,Online
TRX005390,908,201,10,844.24,2021-11-25,Credit Card,Physical Store
TRX005391,327,56,2,148.88,2022-04-27,Bank Transfer,Online
TRX005392,40,182,6,362.78,2022-10-08,Bank Transfer,Online
TRX005393,218,551,10,-241.96,2023-09-02,Debit Card,Online
TRX005394,593,698,1,904.26,2021-01-25,Bank Transfer,Physical Store
TRX005395,824,561,3,615.61,2023-04-06,Debit Card,Online
TRX005396,142,297,8,846.62,2022-02-08,Debit Card,Physical Store
TRX005397,902,795,6,15.32,2020-06-25,Debit Card,Physical Store
TRX005398,337,365,6,308.57,2021-06-21,Credit Card,Online
TRX005399,544,310,1,505.79,2020-02-16,Credit Card,Online
TRX005400,126,997,5,666.99,2021-01-24,Credit Card,Physical Store
TRX005401,977,39,9,912.1,2022-07-26,Bank Transfer,Physical Store
TRX005402,422,594,9,142.75,2023-07-19,Cash,Physical Store
TRX005403,379,963,8,164.94,2022-11-18,Credit Card,Online
TRX005404,290,817,2,520.85,2023-11-25,Bank Transfer,Physical Store
TRX005405,601,671,2,667.18,2021-03-20,Debit Card,Online
TRX005406,170,951,7,439.51,2022-02-13,Bank Transfer,Physical Store
TRX005407,151,822,1,691.32,2021-01-26,Credit Card,Physical Store
TRX005408,278,947,5,132.29,2022-08-11,Bank Transfer,Physical Store
TRX005409,310,903,1,251.83,2020-06-26,PayPal,Online
TRX005410,787,615,1,-371.05,2022-03-14,Bank Transfer,Online
TRX005411,489,897,2,750.09,2020-04-22,PayPal,Physical Store
TRX005412,313,370,4,552.34,2020-10-15,Cash,Physical Store
TRX005413,639,808,10,647.73,2021-05-20,Cash,Physical Store
TRX005414,453,714,2,790.47,2021-12-16,Cash,Physical Store
TRX005415,853,736,8,992.91,2021-11-19,PayPal,Online
TRX005416,514,630,9,17.87,2021-10-18,Debit Card,Online
TRX005417,271,287,3,885.69,2020-12-06,PayPal,Online
TRX005418,309,521,4,662.31,2022-09-19,Bank Transfer,Physical Store
TRX005419,756,328,5,790.94,2022-04-27,Credit Card,Online
TRX005420,620,900,10,457.69,2022-08-12,Debit Card,Physical Store
TRX005421,253,797,9,845.14,2023-06-28,Bank Transfer,Physical Store
TRX005422,43,892,7,172.94,2022-06-12,Credit Card,Online
TRX005423,198,459,5,521.63,2020-10-01,Bank Transfer,Physical Store
TRX005424,352,579,2,837.78,2022-07-26,Bank Transfer,Physical Store
TRX005425,596,708,8,824.99,2023-12-11,Cash,Online
TRX005426,66,910,4,654.95,2021-05-28,Bank Transfer,Online
TRX005427,132,301,7,912.34,2021-02-20,Cash,Online
TRX005428,59,492,10,692.65,2021-03-21,Credit Card,Online
TRX005429,537,175,6,-108.43,2022-11-17,PayPal,Online
TRX005430,229,414,9,192.06,2023-06-22,PayPal,Physical Store
TRX005431,999,518,5,884.04,2020-07-17,Cash,Online
TRX005432,119,968,3,192.38,2020-01-11,PayPal,Online
TRX005433,196,599,1,332.46,2020-09-08,Cash,Online
TRX005434,511,901,7,620.13,2023-10-06,Credit Card,Physical Store
TRX005435,913,316,4,122.39,2022-03-06,Debit Card,Online
TRX005436,60,64,5,778.82,2022-09-09,PayPal,Physical Store
TRX005437,608,768,7,570.35,2021-04-07,Debit Card,Physical Store
TRX005438,713,252,5,216.85,2022-02-19,Bank Transfer,Online
TRX005439,351,260,10,584.69,,PayPal,Physical Store
TRX005440,343,36,1,521.9,2020-07-28,Cash,Online
TRX005441,44,827,1,255.99,2022-05-26,PayPal,Physical Store
TRX005442,101,201,2,613.29,2023-12-10,Debit Card,Online
TRX005443,520,108,7,444.54,2021-10-05,Credit Card,Physical Store
TRX005444,736,739,2,327.4,2020-04-06,Debit Card,Online
TRX005445,613,507,5,656.0,2023-07-29,Cash,Online
TRX005446,145,99,4,183.57,2022-10-19,Bank Transfer,Physical Store
TRX005447,336,639,9,493.19,2020-04-04,PayPal,Online
TRX005448,510,595,2,560.01,2021-08-10,PayPal,Physical Store
TRX005449,352,583,3,614.71,2022-03-27,Cash,Online
TRX005450,955,107,4,102.09,2021-05-07,PayPal,Physical Store
TRX005451,300,579,5,763.5,2022-08-01,Debit Card,Physical Store
TRX005452,932,160,2,74.85,2023-07-02,Debit Card,Physical Store
TRX005453,131,182,4,690.45,2020-05-06,Cash,Online
TRX005454,861,577,4,926.51,2023-01-01,Cash,Online
TRX005455,474,578,3,829.25,2021-03-28,Credit Card,Physical Store
TRX005456,732,17,4,828.45,2020-11-01,Credit Card,Physical Store
TRX005457,381,315,2,694.67,2023-05-08,Credit Card,Physical Store
TRX005458,89,340,3,485.16,2020-06-08,Bank Transfer,Physical Store
TRX005459,758,342,8,268.13,2022-02-23,PayPal,Online
TRX005460,557,329,5,576.61,2020-04-01,Cash,Online
TRX005461,664,759,2,501.81,2023-04-24,Bank Transfer,Online
TRX005462,807,894,5,866.16,2021-02-16,Cash,Physical Store
TRX005463,733,24,2,856.8,2023-10-25,Debit Card,Physical Store
TRX005464,721,177,9,983.27,2023-04-15,PayPal,Online
TRX005465,289,496,6,272.52,2022-07-01,PayPal,Online
TRX005466,129,364,9,448.31,2022-05-15,Debit Card,Physical Store
TRX005467,203,403,10,848.47,2022-07-26,Debit Card,Physical Store
TRX005468,553,925,2,400.43,2020-06-24,PayPal,Online
TRX005469,902,107,3,301.93,2023-10-06,Cash,Physical Store
TRX005470,55,68,5,147.45,2020-10-05,Bank Transfer,Physical Store
TRX005471,817,490,1,724.68,2023-03-01,PayPal,Online
TRX005472,439,84,8,290.68,2021-07-18,Bank Transfer,Online
TRX005473,899,856,1,260.73,2022-11-22,Credit Card,Online
TRX005474,664,332,4,175.26,2020-12-26,Bank Transfer,Physical Store
TRX005475,151,654,8,373.21,2021-07-06,Bank Transfer,Physical Store
TRX005476,932,327,1,536.64,2021-07-03,Cash,Physical Store
TRX005477,590,58,1,770.59,2021-12-24,Bank Transfer,Online
TRX005478,398,699,10,637.38,2021-06-24,Credit Card,Online
TRX005479,397,466,3,518.21,2021-09-21,Debit Card,Physical Store
TRX005480,493,819,8,-912.03,2021-04-06,Bank Transfer,Physical Store
TRX005481,82,805,9,436.13,2022-11-26,Credit Card,Physical Store
TRX005482,927,972,5,639.26,2020-09-19,Bank Transfer,Online
TRX005483,240,552,3,-488.68,2021-02-27,Debit Card,Physical Store
TRX005484,168,890,8,389.21,2023-09-29,Cash,Physical Store
TRX005485,689,674,1,278.52,2023-10-04,Credit Card,Online
TRX005486,441,367,9,255.59,2023-06-26,Credit Card,Physical Store
TRX005487,615,341,8,775.3,2022-11-25,Cash,Online
TRX005488,818,721,6,428.01,2020-10-14,Debit Card,Physical Store
TRX005489,485,778,7,991.26,2021-11-11,Cash,Online
TRX005490,278,490,3,178.82,,Credit Card,Online
TRX005491,360,938,6,895.95,2021-10-27,PayPal,Physical Store
TRX005492,912,243,7,491.12,2021-07-24,Debit Card,Physical Store
TRX005493,461,203,2,778.47,2022-05-17,Credit Card,Physical Store
TRX005494,470,190,3,324.31,2023-03-30,Bank Transfer,Physical Store
TRX005495,214,451,6,29.42,2020-02-13,Cash,Online
TRX005496,964,736,6,260.97,2021-01-11,Cash,Physical Store
TRX005497,284,904,7,713.06,2023-12-15,PayPal,Physical Store
TRX005498,34,574,7,89.95,2023-09-22,PayPal,Online
TRX005499,546,112,8,221.99,2023-11-24,Bank Transfer,Online
TRX005500,371,370,1,668.24,2023-11-01,PayPal,Online
TRX005501,338,831,3,117.26,2021-01-31,Bank Transfer,Online
TRX005502,547,346,3,866.06,2022-12-14,Debit Card,Physical Store
TRX005503,542,997,8,534.11,2023-07-25,Bank Transfer,Physical Store
TRX005504,80,940,8,544.42,2023-07-02,PayPal,Online
TRX005505,108,209,6,-337.23,2023-06-12,Credit Card,Physical Store
TRX005506,332,555,6,867.09,2020-09-03,Bank Transfer,Online
TRX005507,334,586,9,755.34,2023-03-12,Bank Transfer,Online
TRX005508,623,427,5,-488.67,2021-10-13,Credit Card,Physical Store
TRX005509,104,624,8,716.49,2020-03-21,Debit Card,Online
TRX005510,590,376,3,644.6,2023-12-06,Debit Card,Online
TRX005511,451,767,3,954.86,2023-05-17,Bank Transfer,Physical Store
TRX005512,739,631,6,295.44,2023-12-09,Cash,Online
TRX005513,477,541,7,577.54,2023-05-27,PayPal,Physical Store
TRX005514,420,136,9,889.94,2021-04-23,PayPal,Online
TRX005515,371,721,5,-192.31,2021-01-08,Cash,Physical Store
TRX005516,881,638,8,327.19,2021-10-31,Debit Card,Online
TRX005517,598,506,10,875.9,2023-08-07,Debit Card,Physical Store
TRX005518,615,629,1,862.45,2022-02-17,Credit Card,Physical Store
TRX005519,359,768,3,817.32,2022-06-25,Credit Card,Online
TRX005520,585,14,2,183.13,2021-06-06,Bank Transfer,Online
TRX005521,314,318,10,227.83,2022-10-20,Credit Card,Physical Store
TRX005522,254,88,7,107.81,2023-07-10,Credit Card,Physical Store
TRX005523,299,664,7,309.13,2022-01-19,Cash,Online
TRX005524,959,362,10,821.47,2023-03-26,Bank Transfer,Physical Store
TRX005525,637,463,10,596.36,2022-01-11,Cash,Physical Store
TRX005526,620,465,3,390.06,,Credit Card,Physical Store
TRX005527,515,134,6,318.96,2023-09-26,Cash,Physical Store
TRX005528,720,643,5,899.29,2021-10-21,Bank Transfer,Online
TRX005529,687,56,3,894.81,2023-12-23,Bank Transfer,Physical Store
TRX005530,588,456,3,570.65,2020-02-27,Credit Card,Online
TRX005531,248,260,6,180.1,2020-08-20,Cash,Online
TRX005532,507,364,5,639.35,2023-11-16,Credit Card,Physical Store
TRX005533,195,308,7,509.84,2023-02-10,PayPal,Online
TRX005534,498,664,6,787.93,2021-11-21,PayPal,Online
TRX005535,472,94,1,766.02,2023-08-28,PayPal,Physical Store
TRX005536,461,402,7,891.51,2020-12-17,Debit Card,Physical Store
TRX005537,286,531,2,28.55,2020-04-09,Debit Card,Physical Store
TRX005538,322,993,8,454.74,2023-06-13,Bank Transfer,Physical Store
TRX005539,686,962,7,886.49,2020-03-24,Credit Card,Physical Store
TRX005540,331,958,2,491.25,2023-10-08,Credit Card,Physical Store
TRX005541,337,862,5,537.9,2023-12-30,Debit Card,Physical Store
TRX005542,549,136,3,285.0,2022-03-06,Debit Card,Online
TRX005543,937,31,3,107.38,2022-12-15,PayPal,Physical Store
TRX005544,116,555,1,250.33,2021-02-26,PayPal,Online
TRX005545,856,825,5,695.05,2022-05-22,Cash,Physical Store
TRX005546,203,463,3,598.08,,PayPal,Physical Store
TRX005547,517,507,1,707.86,2021-07-14,PayPal,Physical Store
TRX005548,295,819,1,982.71,2021-12-07,Credit Card,Physical Store
TRX005549,153,339,5,162.35,2023-09-24,Credit Card,Physical Store
TRX005550,165,68,7,179.21,2021-11-13,Debit Card,Physical Store
TRX005551,306,886,3,354.74,2021-06-07,Debit Card,Online
TRX005552,637,472,10,374.01,2021-10-01,Bank Transfer,Online
TRX005553,624,144,7,555.02,2021-11-04,Cash,Online
TRX005554,205,87,9,461.07,2021-09-28,PayPal,Online
TRX005555,107,642,7,930.64,2021-09-04,PayPal,Physical Store
TRX005556,634,579,4,450.47,2020-04-03,PayPal,Physical Store
TRX005557,630,707,6,760.07,2022-12-11,Bank Transfer,Physical Store
TRX005558,243,762,7,746.37,2022-07-25,Bank Transfer,Physical Store
TRX005559,702,879,6,49.57,2021-03-28,Credit Card,Online
TRX005560,790,622,1,996.1,2023-04-09,Credit Card,Physical Store
TRX005561,246,147,9,457.85,2021-08-29,Bank Transfer,Online
TRX005562,454,659,2,500.64,2022-01-28,Bank Transfer,Physical Store
TRX005563,895,422,9,400.04,2023-09-14,Credit Card,Online
TRX005564,837,285,9,140.24,2021-11-18,Cash,Physical Store
TRX005565,257,296,8,653.0,2020-04-12,Debit Card,Online
TRX005566,961,374,1,418.58,2023-03-04,Debit Card,Online
TRX005567,917,967,5,797.92,2023-02-19,PayPal,Online
TRX005568,626,408,1,801.79,2021-10-07,PayPal,Online
TRX005569,700,715,9,171.38,2021-12-16,Debit Card,Physical Store
TRX005570,474,874,10,951.91,2023-11-03,Cash,Online
TRX005571,562,533,2,971.14,2023-10-26,PayPal,Physical Store
TRX005572,323,988,1,880.53,2020-04-14,PayPal,Online
TRX005573,786,518,9,337.69,2020-07-20,Bank Transfer,Physical Store
TRX005574,2,752,1,340.51,2022-11-12,Debit Card,Physical Store
TRX005575,817,912,5,-420.81,2021-11-02,Credit Card,Physical Store
TRX005576,215,469,10,97.24,2021-03-11,Credit Card,Physical Store
TRX005577,753,825,4,833.8,2021-04-15,Cash,Physical Store
TRX005578,851,798,1,691.1,2021-02-08,Bank Transfer,Physical Store
TRX005579,283,503,1,30.4,2020-11-26,Credit Card,Physical Store
TRX005580,538,527,9,537.43,2020-04-20,Credit Card,Online
TRX005581,984,986,4,943.19,2020-12-23,Cash,Online
TRX005582,690,242,7,589.18,2022-06-02,PayPal,Online
TRX005583,243,333,8,587.61,2021-11-24,PayPal,Physical Store
TRX005584,375,430,7,469.78,2022-12-24,Cash,Online
TRX005585,836,449,1,646.51,2022-07-30,Debit Card,Online
TRX005586,441,922,1,169.19,2022-03-07,Debit Card,Physical Store
TRX005587,370,176,7,924.52,2020-04-02,Credit Card,Physical Store
TRX005588,313,289,1,379.73,2022-08-12,Cash,Online
TRX005589,918,691,2,375.83,2023-10-20,PayPal,Online
TRX005590,843,26,10,330.05,2022-02-05,PayPal,Physical Store
TRX005591,569,620,9,56.17,2022-12-05,Bank Transfer,Online
TRX005592,536,621,10,864.3,2022-02-01,Credit Card,Online
TRX005593,389,609,10,609.33,2023-12-19,PayPal,Physical Store
TRX005594,110,817,1,228.41,2023-08-14,Bank Transfer,Physical Store
TRX005595,327,144,2,699.29,2023-10-25,Credit Card,Online
TRX005596,22,512,10,512.14,2020-01-23,Credit Card,Online
TRX005597,547,352,6,442.29,2020-07-11,Cash,Online
TRX005598,828,728,1,430.57,2022-02-13,Cash,Physical Store
TRX005599,987,388,3,844.02,2022-10-07,PayPal,Online
TRX005600,161,689,7,152.51,2023-05-04,Debit Card,Online
TRX005601,40,566,9,861.61,2023-09-14,Cash,Online
TRX005602,393,834,3,804.75,2022-09-29,Credit Card,Physical Store
TRX005603,441,891,7,800.94,2022-03-26,Credit Card,Physical Store
TRX005604,577,326,10,799.57,2022-09-01,PayPal,Physical Store
TRX005605,819,341,3,402.96,2023-09-01,PayPal,Physical Store
TRX005606,31,148,5,851.14,2020-09-25,Debit Card,Physical Store
TRX005607,538,664,8,149.56,2023-10-08,Bank Transfer,Online
TRX005608,959,414,10,593.39,2021-01-21,Credit Card,Physical Store
TRX005609,769,836,4,526.38,2022-10-03,Cash,Physical Store
TRX005610,115,610,2,753.77,2022-01-31,Credit Card,Online
TRX005611,554,502,2,27.66,2023-03-01,PayPal,Online
TRX005612,518,797,5,-141.85,2022-11-24,Credit Card,Online
TRX005613,612,155,7,398.89,2020-02-01,Bank Transfer,Online
TRX005614,112,598,9,787.78,2022-07-17,Bank Transfer,Physical Store
TRX005615,498,826,1,344.05,2021-01-23,Cash,Physical Store
TRX005616,738,244,9,812.13,2020-10-10,PayPal,Online
TRX005617,704,163,2,831.03,2022-09-11,Debit Card,Online
TRX005618,328,133,5,939.07,2022-06-09,PayPal,Physical Store
TRX005619,7,227,5,794.08,2020-06-04,Credit Card,Online
TRX005620,3,776,6,710.21,2020-01-07,Bank Transfer,Physical Store
TRX005621,569,748,7,968.25,2022-07-13,Debit Card,Online
TRX005622,788,740,8,282.57,2022-02-01,PayPal,Online
TRX005623,37,333,10,332.87,2020-06-12,Bank Transfer,Physical Store
TRX005624,948,630,10,508.18,2020-09-29,Cash,Physical Store
TRX005625,701,699,4,409.21,2023-06-06,PayPal,Online
TRX005626,210,229,9,576.16,2021-05-05,Bank Transfer,Online
TRX005627,208,73,10,969.07,2021-11-30,Cash,Physical Store
TRX005628,712,350,4,475.69,2023-09-26,Bank Transfer,Physical Store
TRX005629,989,889,5,859.65,2022-07-15,Cash,Online
TRX005630,490,572,4,585.43,2023-05-19,Debit Card,Physical Store
TRX005631,518,932,6,625.5,2023-10-23,Debit Card,Online
TRX005632,80,303,2,686.74,2023-01-08,Cash,Online
TRX005633,179,728,5,119.67,2023-09-01,Credit Card,Physical Store
TRX005634,921,667,1,325.02,2022-12-10,Cash,Online
TRX005635,866,833,3,337.4,2021-11-17,Credit Card,Physical Store
TRX005636,508,745,6,221.98,2021-08-30,PayPal,Online
TRX005637,196,25,10,816.35,2020-01-07,Credit Card,Physical Store
TRX005638,36,82,5,344.24,2021-01-25,Bank Transfer,Physical Store
TRX005639,186,122,5,610.05,2022-01-15,Bank Transfer,Online
TRX005640,592,914,6,225.92,2023-12-21,Debit Card,Online
TRX005641,318,253,10,758.56,2022-08-10,PayPal,Physical Store
TRX005642,430,363,6,878.31,2022-12-30,Debit Card,Online
TRX005643,78,309,8,230.35,2022-11-08,Cash,Online
TRX005644,882,93,1,383.72,2020-11-07,Credit Card,Physical Store
TRX005645,109,823,8,309.92,2021-05-24,Bank Transfer,Online
TRX005646,371,888,1,-469.2,2023-12-04,Debit Card,Physical Store
TRX005647,139,714,5,437.98,2021-02-07,Debit Card,Online
TRX005648,445,395,7,170.24,2021-01-28,Bank Transfer,Physical Store
TRX005649,670,785,4,637.27,2023-11-26,Bank Transfer,Physical Store
TRX005650,542,592,10,885.26,2021-02-11,Bank Transfer,Online
TRX005651,531,883,9,931.46,2020-07-19,Bank Transfer,Online
TRX005652,317,976,9,939.15,2020-01-18,PayPal,Online
TRX005653,311,680,5,239.09,2020-08-02,PayPal,Physical Store
TRX005654,163,323,1,699.4,2020-04-11,PayPal,Online
TRX005655,252,687,7,415.66,2022-11-21,Bank Transfer,Online
TRX005656,32,442,7,947.74,2023-10-15,Cash,Online
TRX005657,994,198,1,550.02,2021-05-17,PayPal,Online
TRX005658,535,505,3,365.12,2023-02-22,Bank Transfer,Physical Store
TRX005659,928,156,3,841.98,2023-11-17,Bank Transfer,Physical Store
TRX005660,159,832,6,614.51,2020-10-09,PayPal,Online
TRX005661,382,990,9,134.62,2021-01-11,Bank Transfer,Physical Store
TRX005662,279,540,4,453.45,2023-05-05,Bank Transfer,Online
TRX005663,162,286,5,974.06,2021-07-05,Credit Card,Physical Store
TRX005664,388,864,4,179.87,2020-03-17,PayPal,Online
TRX005665,724,978,5,980.45,2023-05-28,Credit Card,Physical Store
TRX005666,10,945,1,831.79,2023-11-20,Debit Card,Physical Store
TRX005667,244,76,6,689.24,2020-08-17,Debit Card,Online
TRX005668,647,416,9,21.66,2022-05-24,PayPal,Physical Store
TRX005669,77,929,10,23.46,2022-12-21,Cash,Physical Store
TRX005670,491,830,4,544.54,2020-05-17,PayPal,Online
TRX005671,214,552,9,226.14,2023-01-30,Cash,Online
TRX005672,106,770,4,385.51,2023-10-27,Credit Card,Physical Store
TRX005673,170,771,1,904.31,2022-09-10,PayPal,Online
TRX005674,416,525,7,793.67,2023-08-31,PayPal,Physical Store
TRX005675,517,533,8,50.48,2021-03-30,Bank Transfer,Online
TRX005676,607,783,7,79.82,2020-01-28,Cash,Online
TRX005677,820,211,7,27.38,2021-11-03,Credit Card,Online
TRX005678,905,690,7,596.5,2023-10-19,Bank Transfer,Physical Store
TRX005679,886,970,4,67.98,2023-06-21,Debit Card,Online
TRX005680,763,563,2,416.07,2021-01-14,Debit Card,Physical Store
TRX005681,258,249,7,-764.99,2021-03-06,PayPal,Physical Store
TRX005682,669,378,1,675.43,2020-09-27,Bank Transfer,Physical Store
TRX005683,6,921,10,253.26,2023-08-09,PayPal,Physical Store
TRX005684,957,522,2,616.59,2023-06-05,Cash,Physical Store
TRX005685,9,408,1,639.3,2023-04-21,PayPal,Physical Store
TRX005686,35,387,3,142.24,2020-05-12,Debit Card,Online
TRX005687,802,952,2,558.77,2020-03-16,Bank Transfer,Physical Store
TRX005688,276,236,2,542.19,2020-03-08,Cash,Physical Store
TRX005689,906,845,1,474.66,2021-12-25,Bank Transfer,Physical Store
TRX005690,652,122,10,409.13,2021-10-29,Bank Transfer,Online
TRX005691,547,567,4,31.13,2020-01-19,PayPal,Physical Store
TRX005692,87,698,4,713.16,2021-01-02,PayPal,Online
TRX005693,193,73,2,884.7,2020-08-14,Bank Transfer,Physical Store
TRX005694,709,184,5,846.49,2023-08-22,Debit Card,Physical Store
TRX005695,718,816,8,-587.24,2020-01-11,Cash,Physical Store
TRX005696,326,408,5,485.09,2021-11-10,Debit Card,Online
TRX005697,916,42,7,406.88,2021-12-23,Cash,Physical Store
TRX005698,912,480,10,42.23,2022-03-12,Credit Card,Physical Store
TRX005699,555,59,3,600.52,2022-03-04,Cash,Online
TRX005700,982,732,3,39.44,2023-10-06,Credit Card,Physical Store
TRX005701,292,771,8,911.69,2022-05-18,Credit Card,Online
TRX005702,926,52,5,222.34,2021-11-05,Credit Card,Online
TRX005703,139,91,4,61.11,2023-11-18,Bank Transfer,Physical Store
TRX005704,386,658,9,312.06,2020-10-04,PayPal,Physical Store
TRX005705,687,195,4,844.66,2022-01-17,Cash,Physical Store
TRX005706,978,356,8,557.47,2020-03-04,Credit Card,Physical Store
TRX005707,31,409,2,526.51,2021-01-16,PayPal,Physical Store
TRX005708,782,888,5,953.15,2021-07-14,PayPal,Physical Store
TRX005709,482,109,2,990.06,2020-08-06,Cash,Online
TRX005710,386,80,6,172.92,2022-03-09,Debit Card,Online
TRX005711,259,194,8,286.68,2022-12-09,Cash,Physical Store
TRX005712,757,817,6,771.98,,Bank Transfer,Physical Store
TRX005713,997,192,8,427.38,2023-03-14,Debit Card,Online
TRX005714,906,94,6,582.86,2021-11-27,Credit Card,Online
TRX005715,727,591,3,448.71,2020-11-08,Cash,Online
TRX005716,119,986,6,446.57,2023-08-11,Bank Transfer,Online
TRX005717,954,579,7,574.3,2023-12-14,Credit Card,Online
TRX005718,375,31,3,589.71,2020-09-10,Debit Card,Physical Store
TRX005719,188,274,2,43.89,2021-11-01,Credit Card,Physical Store
TRX005720,114,722,3,810.15,2020-04-03,Credit Card,Online
TRX005721,67,354,4,12.94,2020-07-15,Credit Card,Physical Store
TRX005722,94,258,7,289.84,2021-06-03,Cash,Physical Store
TRX005723,398,226,1,735.54,2023-03-31,Credit Card,Online
TRX005724,615,87,4,650.6,2020-09-01,Debit Card,Physical Store
TRX005725,430,768,4,657.0,2022-01-10,Debit Card,Online
TRX005726,408,309,10,137.66,2023-02-14,Cash,Online
TRX005727,698,811,4,601.92,2020-08-09,Cash,Online
TRX005728,654,45,1,123.65,2020-09-07,Cash,Physical Store
TRX005729,775,644,8,68.81,2022-07-29,Bank Transfer,Online
TRX005730,614,63,10,556.36,2022-12-13,Bank Transfer,Physical Store
TRX005731,605,372,8,313.21,2021-10-29,Debit Card,Online
TRX005732,634,774,10,588.25,2021-04-17,Bank Transfer,Online
TRX005733,972,248,7,882.63,2023-11-27,Credit Card,Physical Store
TRX005734,198,651,7,898.18,2021-03-20,PayPal,Physical Store
TRX005735,166,810,5,377.73,2020-08-17,Cash,Physical Store
TRX005736,866,217,6,374.01,2023-04-29,PayPal,Physical Store
TRX005737,982,796,8,193.23,2020-12-08,PayPal,Physical Store
TRX005738,538,311,6,534.53,2023-11-11,PayPal,Physical Store
TRX005739,784,948,3,894.27,2023-03-29,Bank Transfer,Online
TRX005740,210,913,2,749.03,2023-01-26,Cash,Physical Store
TRX005741,525,735,2,485.56,2023-12-07,Credit Card,Physical Store
TRX005742,677,28,8,294.31,2020-01-23,Credit Card,Online
TRX005743,674,670,10,253.9,2020-09-30,PayPal,Online
TRX005744,502,127,6,810.51,2020-02-07,Credit Card,Online
TRX005745,122,47,1,453.29,2022-01-20,PayPal,Physical Store
TRX005746,815,465,4,35.18,2023-05-08,Bank Transfer,Physical Store
TRX005747,909,220,2,299.24,2022-11-26,Credit Card,Physical Store
TRX005748,824,890,1,465.9,2020-10-01,PayPal,Online
TRX005749,996,19,6,325.98,2020-05-15,Debit Card,Online
TRX005750,11,8,1,663.22,2022-03-10,Credit Card,Physical Store
TRX005751,564,11,10,115.02,2021-10-05,Bank Transfer,Online
TRX005752,44,324,5,392.57,2023-04-21,PayPal,Physical Store
TRX005753,266,398,7,189.3,2021-03-20,Bank Transfer,Physical Store
TRX005754,414,559,2,440.24,2021-09-10,PayPal,Online
TRX005755,742,116,7,852.16,2022-07-11,Debit Card,Online
TRX005756,363,499,10,273.28,2022-06-12,PayPal,Online
TRX005757,790,802,2,55.7,2023-11-08,Debit Card,Physical Store
TRX005758,777,258,3,196.06,2021-11-26,Debit Card,Physical Store
TRX005759,74,785,5,884.17,2020-09-03,Debit Card,Online
TRX005760,235,476,7,56.4,2020-10-18,PayPal,Physical Store
TRX005761,728,34,4,487.08,2022-11-12,Cash,Online
TRX005762,479,593,10,302.42,2023-05-27,PayPal,Online
TRX005763,729,287,4,616.51,2022-05-22,Debit Card,Online
TRX005764,693,16,6,692.12,2020-03-27,Debit Card,Physical Store
TRX005765,855,819,7,54.3,2022-12-16,Debit Card,Online
TRX005766,255,828,1,209.94,2020-05-08,Cash,Online
TRX005767,509,230,2,255.26,2020-02-17,PayPal,Physical Store
TRX005768,616,343,6,700.29,2022-11-18,Cash,Physical Store
TRX005769,978,93,1,655.76,2023-12-10,Bank Transfer,Physical Store
TRX005770,855,402,2,306.22,2023-01-08,Debit Card,Online
TRX005771,314,76,6,850.96,2020-10-08,Cash,Online
